Order ID,Site ID,Site,Status,Supplier,Created,Confirmed,Delivery,Delivered,Del. Note Ref.,Order (£),Confirmation (£),Delivery (£),Delivered (£),Order Sent,Delivery Note Received On,Invoice Gross (£),Invoice No.,Invoice Paid on,Document Type,Customer PO,Signed Amount (£)
BRAKES-9335118693,9999,The Vedanta,Invoice,Brakes,2/8/25 0:00,,2/8/25 0:00,2/8/25 0:00,EC21045861,43.98,,,43.98,2/8/25 0:00,,43.98,9335118693,,Invoice - Head Office,EC21045861,43.98
BRAKES-5508533182,9999,The Vedanta,Credit,Brakes,2/7/25 0:00,,2/7/25 0:00,,,,,,,2/7/25 0:00,,40.21,5508533182,,Credits - Head Office,,-40.21
BRAKES-9335117247,9999,The Vedanta,Invoice,Brakes,2/6/25 0:00,,2/6/25 0:00,2/6/25 0:00,EC20896173,613.01,,,613.01,2/6/25 0:00,,613.01,9335117247,,Invoice - Head Office,EC20896173,613.01
BRAKES-9335112950,9999,The Vedanta,Invoice,Brakes,1/29/25 0:00,,1/29/25 0:00,1/29/25 0:00,,226.25,,,226.25,1/29/25 0:00,,226.25,9335112950,,Invoice - Head Office,,226.25
BRAKES-9335112168,9999,The Vedanta,Invoice,Brakes,1/28/25 0:00,,1/28/25 0:00,1/28/25 0:00,EC20896017,51.52,,,51.52,1/28/25 0:00,,51.52,9335112168,,Invoice - Head Office,EC20896017,51.52
BRAKES-9335112169,9999,The Vedanta,Invoice,Brakes,1/28/25 0:00,,1/28/25 0:00,1/28/25 0:00,EC20865873,360.05,,,360.05,1/28/25 0:00,,360.05,9335112169,,Invoice - Head Office,EC20865873,360.05
BRAKES-7335004071,9999,The Vedanta,Credit,Brakes,1/28/25 0:00,,1/28/25 0:00,,,,,,,1/28/25 0:00,,49.99,7335004071,,Credits - Head Office,,-49.99
BRAKES-9335111384,9999,The Vedanta,Invoice,Brakes,1/25/25 0:00,,1/25/25 0:00,1/25/25 0:00,EC20838989,311.65,,,311.65,1/25/25 0:00,,311.65,9335111384,,Invoice - Head Office,EC20838989,311.65
BRAKES-9335110009,9999,The Vedanta,Invoice,Brakes,1/23/25 0:00,,1/23/25 0:00,1/23/25 0:00,EC20805260,270.36,,,270.36,1/23/25 0:00,,270.36,9335110009,,Invoice - Head Office,EC20805260,270.36
BRAKES-9335108626,9999,The Vedanta,Invoice,Brakes,1/21/25 0:00,,1/21/25 0:00,1/21/25 0:00,EC20776324,441.84,,,441.84,1/21/25 0:00,,441.84,9335108626,,Invoice - Head Office,EC20776324,441.84
BRAKES-9335107837,9999,The Vedanta,Invoice,Brakes,1/18/25 0:00,,1/18/25 0:00,1/18/25 0:00,EC20776225,150.0,,,150.0,1/18/25 0:00,,150.0,9335107837,,Invoice - Head Office,EC20776225,150.0
BRAKES-9335107838,9999,The Vedanta,Invoice,Brakes,1/18/25 0:00,,1/18/25 0:00,1/18/25 0:00,EC20742519,510.7,,,510.7,1/18/25 0:00,,510.7,9335107838,,Invoice - Head Office,EC20742519,510.7
BRAKES-9335106532,9999,The Vedanta,Invoice,Brakes,1/16/25 0:00,,1/16/25 0:00,1/16/25 0:00,EC20707349,333.74,,,333.74,1/16/25 0:00,,333.74,9335106532,,Invoice - Head Office,EC20707349,333.74
BRAKES-9335104999,9999,The Vedanta,Invoice,Brakes,1/14/25 0:00,,1/14/25 0:00,1/14/25 0:00,EC20683582,663.19,,,663.19,1/14/25 0:00,,663.19,9335104999,,Invoice - Head Office,EC20683582,663.19
BRAKES-9335104143,9999,The Vedanta,Invoice,Brakes,1/11/25 0:00,,1/11/25 0:00,1/11/25 0:00,EC20649494,362.46,,,362.46,1/11/25 0:00,,362.46,9335104143,,Invoice - Head Office,EC20649494,362.46
BRAKES-9335104144,9999,The Vedanta,Invoice,Brakes,1/11/25 0:00,,1/11/25 0:00,1/11/25 0:00,,58.27,,,58.27,1/11/25 0:00,,58.27,9335104144,,Invoice - Head Office,,58.27
BRAKES-7335003855,9999,The Vedanta,Credit,Brakes,1/11/25 0:00,,1/11/25 0:00,,,,,,,1/11/25 0:00,,48.73,7335003855,,Credits - Head Office,,-48.73
BRAKES-5508504066,9999,The Vedanta,Credit,Brakes,1/10/25 0:00,,1/10/25 0:00,,,,,,,1/10/25 0:00,,9.54,5508504066,,Credits - Head Office,,-9.54
BRAKES-5508504065,9999,The Vedanta,Credit,Brakes,1/10/25 0:00,,1/10/25 0:00,,,,,,,1/10/25 0:00,,21.16,5508504065,,Credits - Head Office,,-21.16
BRAKES-9335102845,9999,The Vedanta,Invoice,Brakes,1/9/25 0:00,,1/9/25 0:00,1/9/25 0:00,HOPMAN,548.55,,,548.55,1/9/25 0:00,,548.55,9335102845,,Invoice - Head Office,HOPMAN,548.55
BRAKES-9335099392,9999,The Vedanta,Invoice,Brakes,12/31/24 0:00,,12/31/24 0:00,12/31/24 0:00,EC20538296,122.77,,,122.77,12/31/24 0:00,,122.77,9335099392,,Invoice - Head Office,EC20538296,122.77
BRAKES-9335098870,9999,The Vedanta,Invoice,Brakes,12/28/24 0:00,,12/28/24 0:00,12/28/24 0:00,EC20421584,345.92,,,345.92,12/28/24 0:00,,345.92,9335098870,,Invoice - Head Office,EC20421584,345.92
BRAKES-9335094867,9999,The Vedanta,Invoice,Brakes,12/17/24 0:00,,12/17/24 0:00,12/17/24 0:00,EC20394012,173.62,,,173.62,12/17/24 0:00,,173.62,9335094867,,Invoice - Head Office,EC20394012,173.62
BRAKES-9335094135,9999,The Vedanta,Invoice,Brakes,12/14/24 0:00,,12/14/24 0:00,12/14/24 0:00,EC20359598,943.59,,,943.59,12/14/24 0:00,,943.59,9335094135,,Invoice - Head Office,EC20359598,943.59
BRAKES-9335094134,9999,The Vedanta,Invoice,Brakes,12/14/24 0:00,,12/14/24 0:00,12/14/24 0:00,EC20386928,40.59,,,40.59,12/14/24 0:00,,40.59,9335094134,,Invoice - Head Office,EC20386928,40.59
BRAKES-9335094136,9999,The Vedanta,Invoice,Brakes,12/14/24 0:00,,12/14/24 0:00,12/14/24 0:00,EC20386827,74.1,,,74.1,12/14/24 0:00,,74.1,9335094136,,Invoice - Head Office,EC20386827,74.1
BRAKES-5508477962,9999,The Vedanta,Credit,Brakes,12/13/24 0:00,,12/13/24 0:00,,,,,,,12/13/24 0:00,,113.6,5508477962,,Credits - Head Office,,-113.6
BRAKES-9335092658,9999,The Vedanta,Invoice,Brakes,12/12/24 0:00,,12/12/24 0:00,12/12/24 0:00,EC20352755,302.57,,,302.57,12/12/24 0:00,,302.57,9335092658,,Invoice - Head Office,EC20352755,302.57
BRAKES-9335092659,9999,The Vedanta,Invoice,Brakes,12/12/24 0:00,,12/12/24 0:00,12/12/24 0:00,EC20314795,541.27,,,541.27,12/12/24 0:00,,541.27,9335092659,,Invoice - Head Office,EC20314795,541.27
BRAKES-9335090706,9999,The Vedanta,Invoice,Brakes,12/10/24 0:00,,12/10/24 0:00,12/10/24 0:00,EC20296136,965.91,,,965.91,12/10/24 0:00,,965.91,9335090706,,Invoice - Head Office,EC20296136,965.91
BRAKES-9335090168,9999,The Vedanta,Invoice,Brakes,12/7/24 0:00,,12/7/24 0:00,12/7/24 0:00,MENTY,778.77,,,778.77,12/7/24 0:00,,778.77,9335090168,,Invoice - Head Office,MENTY,778.77
BRAKES-9335090169,9999,The Vedanta,Invoice,Brakes,12/7/24 0:00,,12/7/24 0:00,12/7/24 0:00,EC20296112,27.57,,,27.57,12/7/24 0:00,,27.57,9335090169,,Invoice - Head Office,EC20296112,27.57
BRAKES-9335090170,9999,The Vedanta,Invoice,Brakes,12/7/24 0:00,,12/7/24 0:00,12/7/24 0:00,HOPMAN,748.24,,,748.24,12/7/24 0:00,,748.24,9335090170,,Invoice - Head Office,HOPMAN,748.24
BRAKES-9335087126,9999,The Vedanta,Invoice,Brakes,12/3/24 0:00,,12/3/24 0:00,12/3/24 0:00,EC20192856,318.65,,,318.65,12/3/24 0:00,,318.65,9335087126,,Invoice - Head Office,EC20192856,318.65
BRAKES-5508459891,9999,The Vedanta,Credit,Brakes,12/1/24 0:00,,12/1/24 0:00,,,,,,,12/1/24 0:00,,36.0,5508459891,,Credits - Head Office,,-36.0
BRAKES-9335085799,9999,The Vedanta,Invoice,Brakes,11/30/24 0:00,,11/30/24 0:00,11/30/24 0:00,EC20192718,11.51,,,11.51,11/30/24 0:00,,11.51,9335085799,,Invoice - Head Office,EC20192718,11.51
BRAKES-9335085800,9999,The Vedanta,Invoice,Brakes,11/30/24 0:00,,11/30/24 0:00,11/30/24 0:00,SCHOOL,982.82,,,982.82,11/30/24 0:00,,982.82,9335085800,,Invoice - Head Office,SCHOOL,982.82
BRAKES-9335084443,9999,The Vedanta,Invoice,Brakes,11/28/24 0:00,,11/28/24 0:00,11/28/24 0:00,HOPMAN,191.13,,,191.13,11/28/24 0:00,,191.13,9335084443,,Invoice - Head Office,HOPMAN,191.13
BRAKES-9335084442,9999,The Vedanta,Invoice,Brakes,11/28/24 0:00,,11/28/24 0:00,11/28/24 0:00,EC20153480,44.64,,,44.64,11/28/24 0:00,,44.64,9335084442,,Invoice - Head Office,EC20153480,44.64
BRAKES-5508457329,9999,The Vedanta,Credit,Brakes,11/28/24 0:00,,11/28/24 0:00,,,,,,,11/28/24 0:00,,12.59,5508457329,,Credits - Head Office,,-12.59
BRAKES-5508454186,9999,The Vedanta,Credit,Brakes,11/27/24 0:00,,11/27/24 0:00,,,,,,,11/27/24 0:00,,24.04,5508454186,,Credits - Head Office,,-24.04
BRAKES-9335083251,9999,The Vedanta,Invoice,Brakes,11/26/24 0:00,,11/26/24 0:00,11/26/24 0:00,HOPMAN,387.85,,,387.85,11/26/24 0:00,,387.85,9335083251,,Invoice - Head Office,HOPMAN,387.85
BRAKES-9335082234,9999,The Vedanta,Invoice,Brakes,11/23/24 0:00,,11/23/24 0:00,11/23/24 0:00,HOPMAN,1020.42,,,1020.42,11/23/24 0:00,,1020.42,9335082234,,Invoice - Head Office,HOPMAN,1020.42
BRAKES-9335082235,9999,The Vedanta,Invoice,Brakes,11/23/24 0:00,,11/23/24 0:00,11/23/24 0:00,EC20092198,26.06,,,26.06,11/23/24 0:00,,26.06,9335082235,,Invoice - Head Office,EC20092198,26.06
BRAKES-9335081120,9999,The Vedanta,Invoice,Brakes,11/21/24 0:00,,11/21/24 0:00,11/21/24 0:00,EC20030349,638.95,,,638.95,11/21/24 0:00,,638.95,9335081120,,Invoice - Head Office,EC20030349,638.95
BRAKES-9335079588,9999,The Vedanta,Invoice,Brakes,11/19/24 0:00,,11/19/24 0:00,11/19/24 0:00,EC19998370,860.25,,,860.25,11/19/24 0:00,,860.25,9335079588,,Invoice - Head Office,EC19998370,860.25
BRAKES-9335078789,9999,The Vedanta,Invoice,Brakes,11/16/24 0:00,,11/16/24 0:00,11/16/24 0:00,EC19969028,798.22,,,798.22,11/16/24 0:00,,798.22,9335078789,,Invoice - Head Office,EC19969028,798.22
BRAKES-5508440405,9999,The Vedanta,Credit,Brakes,11/15/24 0:00,,11/15/24 0:00,,,,,,,11/15/24 0:00,,10.58,5508440405,,Credits - Head Office,,-10.58
BRAKES-9335076936,9999,The Vedanta,Invoice,Brakes,11/14/24 0:00,,11/14/24 0:00,11/14/24 0:00,EC19871046,1232.77,,,1232.77,11/14/24 0:00,,1232.77,9335076936,,Invoice - Head Office,EC19871046,1232.77
BRAKES-9335074567,9999,The Vedanta,Invoice,Brakes,11/9/24 0:00,,11/9/24 0:00,11/9/24 0:00,EC19836418,403.76,,,403.76,11/9/24 0:00,,403.76,9335074567,,Invoice - Head Office,EC19836418,403.76
BRAKES-9335073520,9999,The Vedanta,Invoice,Brakes,11/7/24 0:00,,11/7/24 0:00,11/7/24 0:00,EC19764335,916.9,,,916.9,11/7/24 0:00,,916.9,9335073520,,Invoice - Head Office,EC19764335,916.9
BRAKES-9335071238,9999,The Vedanta,Invoice,Brakes,11/2/24 0:00,,11/2/24 0:00,11/2/24 0:00,EC19742983,351.71,,,351.71,11/2/24 0:00,,351.71,9335071238,,Invoice - Head Office,EC19742983,351.71
BRAKES-9335070101,9999,The Vedanta,Invoice,Brakes,10/31/24 0:00,,10/31/24 0:00,10/31/24 0:00,EC19685751,668.45,,,668.45,10/31/24 0:00,,668.45,9335070101,,Invoice - Head Office,EC19685751,668.45
BRAKES-9335068319,9999,The Vedanta,Invoice,Brakes,10/26/24 0:00,,10/26/24 0:00,10/26/24 0:00,BREAKFAST,61.73,,,61.73,10/26/24 0:00,,61.73,9335068319,,Invoice - Head Office,BREAKFAST,61.73
BRAKES-9335068320,9999,The Vedanta,Invoice,Brakes,10/26/24 0:00,,10/26/24 0:00,10/26/24 0:00,MAIN MEAL,61.81,,,61.81,10/26/24 0:00,,61.81,9335068320,,Invoice - Head Office,MAIN MEAL,61.81
BRAKES-9335067328,9999,The Vedanta,Invoice,Brakes,10/24/24 0:00,,10/24/24 0:00,10/24/24 0:00,BREAKFAST,282.61,,,282.61,10/24/24 0:00,,282.61,9335067328,,Invoice - Head Office,BREAKFAST,282.61
BRAKES-9335067329,9999,The Vedanta,Invoice,Brakes,10/24/24 0:00,,10/24/24 0:00,10/24/24 0:00,MAIN MEAL,323.11,,,323.11,10/24/24 0:00,,323.11,9335067329,,Invoice - Head Office,MAIN MEAL,323.11
BRAKES-9335066224,9999,The Vedanta,Invoice,Brakes,10/22/24 0:00,,10/22/24 0:00,10/22/24 0:00,NON FOOD,78.61,,,78.61,10/22/24 0:00,,78.61,9335066224,,Invoice - Head Office,NON FOOD,78.61
BRAKES-9335066223,9999,The Vedanta,Invoice,Brakes,10/22/24 0:00,,10/22/24 0:00,10/22/24 0:00,KITCHEN,22.97,,,22.97,10/22/24 0:00,,22.97,9335066223,,Invoice - Head Office,KITCHEN,22.97
BRAKES-9335066225,9999,The Vedanta,Invoice,Brakes,10/22/24 0:00,,10/22/24 0:00,10/22/24 0:00,MAIN MEAL,86.9,,,86.9,10/22/24 0:00,,86.9,9335066225,,Invoice - Head Office,MAIN MEAL,86.9
BRAKES-9335066226,9999,The Vedanta,Invoice,Brakes,10/22/24 0:00,,10/22/24 0:00,10/22/24 0:00,BREAKFAST,262.75,,,262.75,10/22/24 0:00,,262.75,9335066226,,Invoice - Head Office,BREAKFAST,262.75
BRAKES-9335066227,9999,The Vedanta,Invoice,Brakes,10/22/24 0:00,,10/22/24 0:00,10/22/24 0:00,FRONT OF HOUSE,83.13,,,83.13,10/22/24 0:00,,83.13,9335066227,,Invoice - Head Office,FRONT OF HOUSE,83.13
BRAKES-5508405118,9999,The Vedanta,Credit,Brakes,10/18/24 0:00,,10/18/24 0:00,,,,,,,10/18/24 0:00,,31.32,5508405118,,Credits - Head Office,,-31.32
BRAKES-9335064139,9999,The Vedanta,Invoice,Brakes,10/17/24 0:00,,10/17/24 0:00,10/17/24 0:00,2115,106.54,,,106.54,10/17/24 0:00,,106.54,9335064139,,Invoice - Head Office,2115,106.54
BRAKES-9335064138,9999,The Vedanta,Invoice,Brakes,10/17/24 0:00,,10/17/24 0:00,10/17/24 0:00,2110,40.67,,,40.67,10/17/24 0:00,,40.67,9335064138,,Invoice - Head Office,2110,40.67
BRAKES-9335064140,9999,The Vedanta,Invoice,Brakes,10/17/24 0:00,,10/17/24 0:00,10/17/24 0:00,2110,295.01,,,295.01,10/17/24 0:00,,295.01,9335064140,,Invoice - Head Office,2110,295.01
BRAKES-9335062632,9999,The Vedanta,Invoice,Brakes,10/15/24 0:00,,10/15/24 0:00,10/15/24 0:00,2110,162.71,,,162.71,10/15/24 0:00,,162.71,9335062632,,Invoice - Head Office,2110,162.71
BRAKES-9335061377,9999,The Vedanta,Invoice,Brakes,10/12/24 0:00,,10/12/24 0:00,10/12/24 0:00,2115BREAKFAST,215.52,,,215.52,10/12/24 0:00,,215.52,9335061377,,Invoice - Head Office,2115BREAKFAST,215.52
BRAKES-9335061376,9999,The Vedanta,Invoice,Brakes,10/12/24 0:00,,10/12/24 0:00,10/12/24 0:00,2110,1358.22,,,1358.22,10/12/24 0:00,,1358.22,9335061376,,Invoice - Head Office,2110,1358.22
BRAKES-9335061378,9999,The Vedanta,Invoice,Brakes,10/12/24 0:00,,10/12/24 0:00,10/12/24 0:00,NONFOOD,88.46,,,88.46,10/12/24 0:00,,88.46,9335061378,,Invoice - Head Office,NONFOOD,88.46
BRAKES-9335061379,9999,The Vedanta,Invoice,Brakes,10/12/24 0:00,,10/12/24 0:00,10/12/24 0:00,2120,214.51,,,214.51,10/12/24 0:00,,214.51,9335061379,,Invoice - Head Office,2120,214.51
BRAKES-5508396899,9999,The Vedanta,Credit,Brakes,10/12/24 0:00,,10/12/24 0:00,,,,,,,10/12/24 0:00,,75.54,5508396899,,Credits - Head Office,,-75.54
BRAKES-7335002417,9999,The Vedanta,Credit,Brakes,10/10/24 0:00,,10/10/24 0:00,,,,,,,10/10/24 0:00,,31.78,7335002417,,Credits - Head Office,,-31.78
BRAKES-9335058098,9999,The Vedanta,Invoice,Brakes,10/5/24 0:00,,10/5/24 0:00,10/5/24 0:00,2110,134.29,,,134.29,10/5/24 0:00,,134.29,9335058098,,Invoice - Head Office,2110,134.29
BRAKES-9335058099,9999,The Vedanta,Invoice,Brakes,10/5/24 0:00,,10/5/24 0:00,10/5/24 0:00,2115,95.99,,,95.99,10/5/24 0:00,,95.99,9335058099,,Invoice - Head Office,2115,95.99
BRAKES-9335056354,9999,The Vedanta,Invoice,Brakes,10/3/24 0:00,,10/3/24 0:00,10/3/24 0:00,XERO 2110,155.55,,,155.55,10/3/24 0:00,,155.55,9335056354,,Invoice - Head Office,XERO 2110,155.55
BRAKES-9335054765,9999,The Vedanta,Invoice,Brakes,10/1/24 0:00,,10/1/24 0:00,10/1/24 0:00,2115,262.78,,,262.78,10/1/24 0:00,,262.78,9335054765,,Invoice - Head Office,2115,262.78
BRAKES-9335054768,9999,The Vedanta,Invoice,Brakes,10/1/24 0:00,,10/1/24 0:00,10/1/24 0:00,OXERO 2110,421.04,,,421.04,10/1/24 0:00,,421.04,9335054768,,Invoice - Head Office,OXERO 2110,421.04
BRAKES-9335054767,9999,The Vedanta,Invoice,Brakes,10/1/24 0:00,,10/1/24 0:00,10/1/24 0:00,2120,89.25,,,89.25,10/1/24 0:00,,89.25,9335054767,,Invoice - Head Office,2120,89.25
BRAKES-9335054766,9999,The Vedanta,Invoice,Brakes,10/1/24 0:00,,10/1/24 0:00,10/1/24 0:00,NON FOOD,61.15,,,61.15,10/1/24 0:00,,61.15,9335054766,,Invoice - Head Office,NON FOOD,61.15
BRAKES-9335054103,9999,The Vedanta,Invoice,Brakes,9/28/24 0:00,,9/28/24 0:00,9/28/24 0:00,XERO 2110,287.14,,,287.14,9/28/24 0:00,,287.14,9335054103,,Invoice - Head Office,XERO 2110,287.14
BRAKES-9335052574,9999,The Vedanta,Invoice,Brakes,9/26/24 0:00,,9/26/24 0:00,9/26/24 0:00,2110 - MEALS FOOD,142.05,,,142.05,9/26/24 0:00,,142.05,9335052574,,Invoice - Head Office,2110 - MEALS FOOD,142.05
BRAKES-9335052575,9999,The Vedanta,Invoice,Brakes,9/26/24 0:00,,9/26/24 0:00,9/26/24 0:00,XE2115RO,227.4,,,227.4,9/26/24 0:00,,227.4,9335052575,,Invoice - Head Office,XE2115RO,227.4
BRAKES-9335052576,9999,The Vedanta,Invoice,Brakes,9/26/24 0:00,,9/26/24 0:00,9/26/24 0:00,NON FOOD,26.54,,,26.54,9/26/24 0:00,,26.54,9335052576,,Invoice - Head Office,NON FOOD,26.54
BRAKES-9335049185,9999,The Vedanta,Invoice,Brakes,9/19/24 0:00,,9/19/24 0:00,9/19/24 0:00,EC19084342,206.55,,,206.55,9/19/24 0:00,,206.55,9335049185,,Invoice - Head Office,EC19084342,206.55
BRAKES-9335046534,9999,The Vedanta,Invoice,Brakes,9/14/24 0:00,,9/14/24 0:00,9/14/24 0:00,EC18883522,366.11,,,366.11,9/14/24 0:00,,366.11,9335046534,,Invoice - Head Office,EC18883522,366.11
BRAKES-9335039040,9999,The Vedanta,Invoice,Brakes,8/29/24 0:00,,8/29/24 0:00,8/29/24 0:00,EC18846953,90.16,,,90.16,8/29/24 0:00,,90.16,9335039040,,Invoice - Head Office,EC18846953,90.16
BRAKES-9335038115,9999,The Vedanta,Invoice,Brakes,8/27/24 0:00,,8/27/24 0:00,8/27/24 0:00,EC18846062,42.98,,,42.98,8/27/24 0:00,,42.98,9335038115,,Invoice - Head Office,EC18846062,42.98
BRAKES-9335038116,9999,The Vedanta,Invoice,Brakes,8/27/24 0:00,,8/27/24 0:00,8/27/24 0:00,EC18833539,262.24,,,262.24,8/27/24 0:00,,262.24,9335038116,,Invoice - Head Office,EC18833539,262.24
BRAKES-9335037597,9999,The Vedanta,Invoice,Brakes,8/24/24 0:00,,8/24/24 0:00,8/24/24 0:00,HOPMAN,534.15,,,534.15,8/24/24 0:00,,534.15,9335037597,,Invoice - Head Office,HOPMAN,534.15
BRAKES-9335036677,9999,The Vedanta,Invoice,Brakes,8/22/24 0:00,,8/22/24 0:00,8/22/24 0:00,EC18790792,31.08,,,31.08,8/22/24 0:00,,31.08,9335036677,,Invoice - Head Office,EC18790792,31.08
BRAKES-9335036678,9999,The Vedanta,Invoice,Brakes,8/22/24 0:00,,8/22/24 0:00,8/22/24 0:00,EC18790788,14.52,,,14.52,8/22/24 0:00,,14.52,9335036678,,Invoice - Head Office,EC18790788,14.52
BRAKES-9335036679,9999,The Vedanta,Invoice,Brakes,8/22/24 0:00,,8/22/24 0:00,8/22/24 0:00,EC18790719,35.47,,,35.47,8/22/24 0:00,,35.47,9335036679,,Invoice - Head Office,EC18790719,35.47
BRAKES-9335036681,9999,The Vedanta,Invoice,Brakes,8/22/24 0:00,,8/22/24 0:00,8/22/24 0:00,HOPMAN,1224.57,,,1224.57,8/22/24 0:00,,1224.57,9335036681,,Invoice - Head Office,HOPMAN,1224.57
BRAKES-9335036680,9999,The Vedanta,Invoice,Brakes,8/22/24 0:00,,8/22/24 0:00,8/22/24 0:00,FRONT OF HOUES 1,241.25,,,241.25,8/22/24 0:00,,241.25,9335036680,,Invoice - Head Office,FRONT OF HOUES 1,241.25
BRAKES-9335035051,9999,The Vedanta,Invoice,Brakes,8/17/24 0:00,,8/17/24 0:00,8/17/24 0:00,EC18704951,257.87,,,257.87,8/17/24 0:00,,257.87,9335035051,,Invoice - Head Office,EC18704951,257.87
BRAKES-5508325254,9999,The Vedanta,Credit,Brakes,8/17/24 0:00,,8/17/24 0:00,,,,,,,8/17/24 0:00,,38.99,5508325254,,Credits - Head Office,,-38.99
BRAKES-9335034096,9999,The Vedanta,Invoice,Brakes,8/15/24 0:00,,8/15/24 0:00,8/15/24 0:00,EC18682001,416.2,,,416.2,8/15/24 0:00,,416.2,9335034096,,Invoice - Head Office,EC18682001,416.2
BRAKES-9335033086,9999,The Vedanta,Invoice,Brakes,8/13/24 0:00,,8/13/24 0:00,8/13/24 0:00,,1366.52,,,1366.52,8/13/24 0:00,,1366.52,9335033086,,Invoice - Head Office,,1366.52
BRAKES-9335031479,9999,The Vedanta,Invoice,Brakes,8/8/24 0:00,,8/8/24 0:00,8/8/24 0:00,,615.95,,,615.95,8/8/24 0:00,,615.95,9335031479,,Invoice - Head Office,,615.95
BRAKES-5508311924,9999,The Vedanta,Credit,Brakes,8/7/24 0:00,,8/7/24 0:00,,,,,,,8/7/24 0:00,,7.67,5508311924,,Credits - Head Office,,-7.67
BRAKES-9335030231,9999,The Vedanta,Invoice,Brakes,8/6/24 0:00,,8/6/24 0:00,8/6/24 0:00,,615.04,,,615.04,8/6/24 0:00,,615.04,9335030231,,Invoice - Head Office,,615.04
BRAKES-9335029832,9999,The Vedanta,Invoice,Brakes,8/3/24 0:00,,8/3/24 0:00,8/3/24 0:00,,651.86,,,651.86,8/3/24 0:00,,651.86,9335029832,,Invoice - Head Office,,651.86
BRAKES-9335027920,9999,The Vedanta,Invoice,Brakes,7/30/24 0:00,,7/30/24 0:00,7/30/24 0:00,,689.22,,,689.22,7/30/24 0:00,,689.22,9335027920,,Invoice - Head Office,,689.22
BRAKES-9335027921,9999,The Vedanta,Invoice,Brakes,7/30/24 0:00,,7/30/24 0:00,7/30/24 0:00,,42.47,,,42.47,7/30/24 0:00,,42.47,9335027921,,Invoice - Head Office,,42.47
BRAKES-9335027273,9999,The Vedanta,Invoice,Brakes,7/27/24 0:00,,7/27/24 0:00,7/27/24 0:00,,56.0,,,56.0,7/27/24 0:00,,56.0,9335027273,,Invoice - Head Office,,56.0
BRAKES-9335027275,9999,The Vedanta,Invoice,Brakes,7/27/24 0:00,,7/27/24 0:00,7/27/24 0:00,,164.31,,,164.31,7/27/24 0:00,,164.31,9335027275,,Invoice - Head Office,,164.31
BRAKES-9335027274,9999,The Vedanta,Invoice,Brakes,7/27/24 0:00,,7/27/24 0:00,7/27/24 0:00,,50.96,,,50.96,7/27/24 0:00,,50.96,9335027274,,Invoice - Head Office,,50.96
BRAKES-9335027276,9999,The Vedanta,Invoice,Brakes,7/27/24 0:00,,7/27/24 0:00,7/27/24 0:00,,18.75,,,18.75,7/27/24 0:00,,18.75,9335027276,,Invoice - Head Office,,18.75
BRAKES-9335027277,9999,The Vedanta,Invoice,Brakes,7/27/24 0:00,,7/27/24 0:00,7/27/24 0:00,,639.19,,,639.19,7/27/24 0:00,,639.19,9335027277,,Invoice - Head Office,,639.19
BRAKES-9335026185,9999,The Vedanta,Invoice,Brakes,7/25/24 0:00,,7/25/24 0:00,7/25/24 0:00,,113.58,,,113.58,7/25/24 0:00,,113.58,9335026185,,Invoice - Head Office,,113.58
BRAKES-9335026186,9999,The Vedanta,Invoice,Brakes,7/25/24 0:00,,7/25/24 0:00,7/25/24 0:00,,409.86,,,409.86,7/25/24 0:00,,409.86,9335026186,,Invoice - Head Office,,409.86
BRAKES-9335024882,9999,The Vedanta,Invoice,Brakes,7/23/24 0:00,,7/23/24 0:00,7/23/24 0:00,,1373.25,,,1373.25,7/23/24 0:00,,1373.25,9335024882,,Invoice - Head Office,,1373.25
BRAKES-9335024027,9999,The Vedanta,Invoice,Brakes,7/20/24 0:00,,7/20/24 0:00,7/20/24 0:00,,962.89,,,962.89,7/20/24 0:00,,962.89,9335024027,,Invoice - Head Office,,962.89
BRAKES-9335022713,9999,The Vedanta,Invoice,Brakes,7/18/24 0:00,,7/18/24 0:00,7/18/24 0:00,,178.63,,,178.63,7/18/24 0:00,,178.63,9335022713,,Invoice - Head Office,,178.63
BRAKES-9335020409,9999,The Vedanta,Invoice,Brakes,7/13/24 0:00,,7/13/24 0:00,7/13/24 0:00,,598.95,,,598.95,7/13/24 0:00,,598.95,9335020409,,Invoice - Head Office,,598.95

TOTALS,,,,Brakes,,,,,,136150.7,,,136150.7,,,136150.7,,,,,132447.36000000002
Invoice total,,,,,,,,,,,,,,,,136150.7
Credit total,,,,,,,,,,,,,,,,3703.34
Net total (invoices - credits),,,,,,,,,,,,,,,,132447.36000000002
